ID,predict_proba
8800,0.4765961899983453
8801,0.05432810168988478
8802,0.5871169212467602
8803,0.010276441503059064
8804,0.4564820715890078
8805,0.43993063126433196
8806,0.41503606892423683
8807,0.007511850508461038
8808,0.42405098197575697
8809,0.46153387764602993
8810,0.6376568228306048
8811,0.006494772089610024
8812,0.19410400210102385
8813,0.6301271325302089
8814,0.4894924137005384
8815,0.6495030792129018
8816,0.018253525820865257
8817,0.06711659295151984
8818,0.5000519051419476
8819,0.5467699729019339
8820,0.1198299245251443
8821,0.03142270943408798
8822,0.06959765043477861
8823,0.01285157185040986
8824,0.43149624603440917
8825,0.5077261222718503
8826,0.295854294681547
8827,0.22613567650895539
8828,0.4929327122643853
8829,0.6587931337269415
8830,0.5197841736448909
8831,0.006383025947811594
8832,0.3899806690466364
8833,0.46565967041448875
8834,0.6081294511733111
8835,0.601308220977943
8836,0.13700271553168042
8837,0.3318258911446781
8838,0.6267991315176906
8839,0.4579597495818315
8840,0.07640251233257611
8841,0.6563369359587654
8842,0.005028844260754006
8843,0.0032389723806334203
8844,0.5238587793262883
8845,0.39190318773103916
8846,0.5228997986917521
8847,0.0027375491238076366
8848,0.48591827227999895
8849,0.36332273542001703
8850,0.002815290829638384
8851,0.5185832749349746
8852,0.009761623635454741
8853,0.31597917397632125
8854,0.003368472174653858
8855,0.49409776351455914
8856,0.5044640286963283
8857,0.560828057146552
8858,0.624516073280134
8859,0.5676135938568692
8860,0.5162091862811553
8861,0.009781946335216785
8862,0.6716590170553299
8863,0.38629885847644607
8864,0.6059613760707516
8865,0.46260957853738494
8866,0.6191830554857785
8867,0.3891534872582888
8868,0.45988073175032806
8869,0.5346372723122993
8870,0.4709722433501913
8871,0.4055563254597381
8872,0.4222521970771166
8873,0.6155540650317665
8874,0.6366416418467571
8875,0.40427729528788814
8876,0.6144891224956883
8877,0.5034035349932438
8878,0.7447076365781091
8879,0.03494854746056164
8880,0.3161251550402091
8881,0.7093045595311971
8882,0.6400281741187765
8883,0.5481533361711439
8884,0.5341987826984799
8885,0.6557480416601599
8886,0.48660479799737866
8887,0.45173014439940384
8888,0.09110654563563403
8889,0.013217945942467613
8890,0.3506525103940419
8891,0.5829716142515442
8892,0.6123080183663195
8893,0.05975583962711872
8894,0.48582402383786516
8895,0.5317513603658497
8896,0.4429245444541381
8897,0.47753431885572384
8898,0.6661631913243696
8899,0.6551749472876944
8900,0.4706381353406611
8901,0.48483018803243905
8902,0.3734368729383869
8903,0.4093989190330982
8904,0.6410277920522927
8905,0.360830820836896
8906,0.4399490256960883
8907,0.0012048656002093816
8908,0.3847725427858979
8909,0.054878148359009615
8910,0.44844058497231576
8911,0.5271924445088614
8912,0.47931727137354274
8913,0.22245209285675582
8914,0.025513304108564117
8915,0.004527001853862012
8916,0.4867080380754889
8917,0.6514873222794034
8918,0.6376159019156025
8919,0.3893610450732632
8920,0.06433467451141861
8921,0.4275335438200375
8922,0.42191131447780383
8923,0.521403470061124
8924,0.03698542688869655
8925,0.0041852483864978085
8926,0.21254670694267241
8927,0.6089524474362946
8928,0.004667101148026598
8929,0.3777057844347199
8930,0.5028345476221376
8931,0.4134128024981205
8932,0.5419925874423019
8933,0.6497403757228519
8934,0.5905946226964381
8935,0.6913959862605976
8936,0.4350104333724878
8937,0.506843195660236
8938,0.3572861638742282
8939,0.5676612863434114
8940,0.11751823932503602
8941,0.6577023819797563
8942,0.5079123087927577
8943,0.471679010911765
8944,0.5517423966880737
8945,0.6758932832360487
8946,0.4954943845559052
8947,0.45976040027986875
8948,0.0015541214261081127
8949,0.5909837399976192
8950,0.6189685978712747
8951,0.0018280171308101556
8952,0.5103820374590236
8953,0.6027468815771313
8954,0.7086672123317279
8955,0.03490596956956138
8956,0.17160987012362572
8957,0.051546606255652105
8958,0.00247150698134202
8959,0.6184807056431604
8960,0.46085714933044775
8961,0.5807315318099664
8962,0.5422372108456139
8963,0.5955555230424014
8964,0.613424624501613
8965,0.6531330932968382
8966,0.0899685175832311
8967,0.6553487933878139
8968,0.45853964009906567
8969,0.5732649280886241
8970,0.4855172146770853
8971,0.4904301049043701
8972,0.0028718723780184474
8973,0.7054350362922596
8974,0.36954600134636584
8975,0.047672590145682814
8976,0.6228676102320734
8977,0.4798789371311545
8978,0.5936951037345451
8979,0.05480703209807003
8980,0.5771821710179498
8981,0.007844688261832378
8982,0.5905901565701221
8983,0.5680317244808788
8984,0.5355011398390233
8985,0.4220959000304544
8986,0.37730256751149494
8987,0.5833676298030386
8988,0.7299075037945532
8989,0.39328324165723316
8990,0.49765213107019013
8991,0.6265189547582242
8992,0.17331720938432804
8993,0.39130814805625225
8994,0.6398111473230941
8995,0.626695458390367
8996,0.42824088733280175
8997,0.44025794037487176
8998,0.6888545151208907
8999,0.0023099226990684896
9000,0.41111236014209807
9001,0.5698829274899981
9002,0.4751483220107854
9003,0.5855530691976787
9004,0.6493125285731027
9005,0.43128839155673515
9006,0.6382506897235221
9007,0.4390724869940117
9008,0.21427388742691722
9009,0.5979985184196877
9010,0.35345540263187936
9011,0.451018626152894
9012,0.005892977683451539
9013,0.4947754128377405
9014,0.5434346814955927
9015,0.2068989613418608
9016,0.6965554933906174
9017,0.39771049910002776
9018,0.4330345406202819
9019,0.6590741150508472
9020,0.009505190208217273
9021,0.6815368543969387
9022,0.10838590922084224
9023,0.631570074387118
9024,0.5960620980407837
9025,0.431497397124906
9026,0.5909598314839966
9027,0.13196759282676573
9028,0.3478292385512789
9029,0.6810816761164892
9030,0.6247519540439733
9031,0.4497635322833956
9032,0.008945901848963822
9033,0.6441936166958059
9034,0.19602093478296378
9035,0.09354832263761514
9036,0.6283149329289199
9037,0.47325277835511015
9038,0.5572096886325245
9039,0.5169791076773441
9040,0.13484912447175534
9041,0.4409661336902271
9042,0.44680409062490434
9043,0.5441456433462728
9044,0.5957880091748521
9045,0.020219724643469772
9046,0.27183240937298203
9047,0.39502188072460354
9048,0.0023174287445215658
9049,0.004146321208398307
9050,0.07062173919730108
9051,0.6797349223106113
9052,0.65421324465424
9053,0.4833169902698934
9054,0.3983040104890053
9055,0.5660079039173577
9056,0.6227534924342125
9057,0.634915028305366
9058,0.5909743406824084
9059,0.227986062372729
9060,0.2587267889652203
9061,0.5097249710744178
9062,0.5246609234227344
9063,0.5374775736018539
9064,0.45914421057265953
9065,0.3288780990039035
9066,0.42870805650522315
9067,0.47073113069187256
9068,0.0020178345413668364
9069,0.5308794016926082
9070,0.6070997533173641
9071,0.4383952164390418
9072,0.49809807501528813
9073,0.5023359806055845
9074,0.3787860430689691
9075,0.23972022851385766
9076,0.4865274261452406
9077,0.0036872833217195256
